round,client_i,client_j,cosine_similarity,pair_type
7,0,2,-0.0815881451199803,sybil_honest
7,0,3,-0.26021708214022476,sybil_honest
7,0,4,-0.1313107605379589,sybil_honest
7,0,5,0.9965410049718213,sybil_sybil
7,0,6,0.9949270710781787,sybil_sybil
7,1,2,0.2421441917749792,honest_honest
7,1,3,0.3081292021939111,honest_honest
7,1,4,0.6289047095667777,honest_honest
7,1,5,-0.05553394654594709,sybil_honest
7,1,6,-0.05956297327938432,sybil_honest
7,2,3,0.45865844271477596,honest_honest
7,2,4,0.09557395270882069,honest_honest
7,2,5,-0.08800720366968579,sybil_honest
7,2,6,-0.0883997941740412,sybil_honest
7,3,4,-0.12975007975932543,honest_honest
7,3,5,-0.2620858323375109,sybil_honest
7,3,6,-0.26099445592850384,sybil_honest
7,4,5,-0.11665788166517754,sybil_honest
7,4,6,-0.10085271625810836,sybil_honest
7,5,6,0.995120203613365,sybil_sybil
8,0,1,-0.10284821262930871,sybil_honest
8,0,2,-0.1306090248150964,sybil_honest
8,0,3,-0.31562252974053073,sybil_honest
8,0,4,-0.1673851592182854,sybil_honest
8,0,5,0.9971877272021102,sybil_sybil
8,0,6,0.9963935841860856,sybil_sybil
8,1,2,0.22110536850779516,honest_honest
8,1,3,0.3013098105204625,honest_honest
8,1,4,0.5979333020965611,honest_honest
8,1,5,-0.10586248373335197,sybil_honest
8,1,6,-0.11651506499082818,sybil_honest
8,2,3,0.4367177795540801,honest_honest
8,2,4,0.03779741063878368,honest_honest
8,2,5,-0.12384410106043012,sybil_honest
8,2,6,-0.12222611180813309,sybil_honest
8,3,4,-0.16017863545313557,honest_honest
8,3,5,-0.31442582305139477,sybil_honest
8,3,6,-0.3091745419698434,sybil_honest
8,4,5,-0.16163973488632696,sybil_honest
8,4,6,-0.17944996927269388,sybil_honest
8,5,6,0.9971804903222081,sybil_sybil
9,0,1,-0.12421868953103082,sybil_honest
9,0,2,-0.16631827024088247,sybil_honest
9,0,3,-0.3260289136800893,sybil_honest
9,0,4,-0.209217304494597,sybil_honest
9,0,5,0.9952204061956939,sybil_sybil
9,0,6,0.995528026152648,sybil_sybil
9,1,2,0.18727827690498017,honest_honest
9,1,3,0.2867076409838258,honest_honest
9,1,4,0.5530685766086607,honest_honest
9,1,5,-0.12473938912402543,sybil_honest
9,1,6,-0.11414176677753973,sybil_honest
9,2,3,0.44792911423521664,honest_honest
9,2,4,0.0075081319911564255,honest_honest
9,2,5,-0.17738023865277192,sybil_honest
9,2,6,-0.16550157106121166,sybil_honest
9,3,4,-0.17918802694138874,honest_honest
9,3,5,-0.34904289104944153,sybil_honest
9,3,6,-0.3237308444242386,sybil_honest
9,4,5,-0.19116530160255862,sybil_honest
9,4,6,-0.21374872838074382,sybil_honest
9,5,6,0.9930462900523702,sybil_sybil
10,0,1,-0.21199460407643606,sybil_honest
10,0,2,-0.19524348069881456,sybil_honest
10,0,3,-0.381622203592841,sybil_honest
10,0,4,-0.20337988096095044,sybil_honest
10,0,5,0.9927311811637496,sybil_sybil
10,0,6,0.9946879327653649,sybil_sybil
10,1,2,0.17279813115639775,honest_honest
10,1,3,0.3059833889548822,honest_honest
10,1,4,0.5481423989364551,honest_honest
10,1,5,-0.2171457627792372,sybil_honest
10,1,6,-0.20885675411916804,sybil_honest
10,2,3,0.4263891549845328,honest_honest
10,2,4,-0.005055201662139526,honest_honest
10,2,5,-0.1946713082324261,sybil_honest
10,2,6,-0.20363278413938118,sybil_honest
10,3,4,-0.2077828088809392,honest_honest
10,3,5,-0.3639527488717971,sybil_honest
10,3,6,-0.36756668861274255,sybil_honest
10,4,5,-0.2064786778524892,sybil_honest
10,4,6,-0.19530429543511374,sybil_honest
10,5,6,0.9951890970034345,sybil_sybil
